experiment,tag,seed,run_directory,git_commit,final_communication_mb,final_avg_loss
exp_reverse_adaptive_threshold_ablation,seed_42,42,exp_reverse_adaptive_threshold_ablation/reverse_adaptive/seed_42/stage2_threshold_0.05/20260504_025529,1e518c63010a4ba67eebd1f4c34e7bcddc530c3d,1533.125,1.2735571080048878
exp_reverse_adaptive_threshold_ablation,seed_42,42,exp_reverse_adaptive_threshold_ablation/reverse_adaptive/seed_42/stage2_threshold_extended_0.001/20260504_060836,1e518c63010a4ba67eebd1f4c34e7bcddc530c3d,2083.125,1.2638204754193623
exp_reverse_adaptive_threshold_ablation,seed_42,42,exp_reverse_adaptive_threshold_ablation/reverse_adaptive/seed_42/stage2_threshold_extended_0.002/20260504_091425,1e518c63010a4ba67eebd1f4c34e7bcddc530c3d,1863.125,1.267462699095408
exp_reverse_adaptive_threshold_ablation,seed_42,42,exp_reverse_adaptive_threshold_ablation/reverse_adaptive/seed_42/stage2_threshold_extended_0.05/20260504_121930,1e518c63010a4ba67eebd1f4c34e7bcddc530c3d,1533.125,1.2735571080048878
exp_reverse_adaptive_threshold_ablation,seed_42,42,exp_reverse_adaptive_threshold_ablation/reverse_adaptive/seed_42/stage2_threshold_extended_0.10/20260504_152013,1e518c63010a4ba67eebd1f4c34e7bcddc530c3d,1533.125,1.2735571080048878
exp_reverse_adaptive_threshold_ablation,seed_42,42,exp_reverse_adaptive_threshold_ablation/reverse_adaptive/seed_42/stage2_threshold_extended_0.20/20260504_182053,1e518c63010a4ba67eebd1f4c34e7bcddc530c3d,1533.125,1.2735571080048878
exp_two_phase_k10,seed_123,123,exp_two_phase_k10/two_phase/seed_123/20260430_211034,74615e1a2ed489609a69c49d97d0afb571036752,2358.125,1.267048047542572
exp_two_phase_k10,seed_123,123,exp_two_phase_k10/two_phase/seed_123/run_05_of_18/20260428_092156,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.267048047542572
exp_two_phase_k10,seed_123,123,exp_two_phase_k10/two_phase/seed_123/stage1_bidirectional/20260502_032419,c1ed2a156de222bc0c6e65af5e98c67dcb5fc44a,2083.125,1.267048047542572
exp_two_phase_k10,seed_42,42,exp_two_phase_k10/two_phase/seed_42/20260430_180215,74615e1a2ed489609a69c49d97d0afb571036752,2358.125,1.2654538114865619
exp_two_phase_k10,seed_42,42,exp_two_phase_k10/two_phase/seed_42/run_03_of_12/20260425_080244,684279c31817e0383c301e3239433cbc1b524aab,1289.0625,1.2654538114865619
exp_two_phase_k10,seed_42,42,exp_two_phase_k10/two_phase/seed_42/run_04_of_18/20260428_061721,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.2654538114865619
exp_two_phase_k10,seed_42,42,exp_two_phase_k10/two_phase/seed_42/stage1_bidirectional/20260502_001645,c1ed2a156de222bc0c6e65af5e98c67dcb5fc44a,2083.125,1.2654538114865619
exp_two_phase_k10,seed_456,456,exp_two_phase_k10/two_phase/seed_456/20260501_001731,74615e1a2ed489609a69c49d97d0afb571036752,2358.125,1.266975752433141
exp_two_phase_k10,seed_456,456,exp_two_phase_k10/two_phase/seed_456/run_06_of_18/20260428_122714,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.266975752433141
exp_two_phase_k10,seed_456,456,exp_two_phase_k10/two_phase/seed_456/stage1_bidirectional/20260502_063204,c1ed2a156de222bc0c6e65af5e98c67dcb5fc44a,2083.125,1.266975752433141
exp_two_phase_k10_noniid_alpha05,seed_123,123,exp_two_phase_k10_noniid_alpha05/two_phase/seed_123/run_14_of_18/20260429_131841,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.2775273616553044
exp_two_phase_k10_noniid_alpha05,seed_42,42,exp_two_phase_k10_noniid_alpha05/two_phase/seed_42/run_13_of_18/20260429_101213,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.2804792116140917
exp_two_phase_k10_noniid_alpha05,seed_456,456,exp_two_phase_k10_noniid_alpha05/two_phase/seed_456/run_15_of_18/20260429_162401,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.2456964909583668
exp_two_phase_k8,seed_123,123,exp_two_phase_k8/two_phase/seed_123/20260430_115211,74615e1a2ed489609a69c49d97d0afb571036752,2248.125,1.2708520148595173
exp_two_phase_k8,seed_123,123,exp_two_phase_k8/two_phase/seed_123/phase1_cuda_rerun/20260715_223931,7b95775212fc55e98ab17396d43f1d7be8565943,1863.125,1.2701296757857006
exp_two_phase_k8,seed_123,123,exp_two_phase_k8/two_phase/seed_123/run_02_of_18/20260428_000450,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.2708520148595173
exp_two_phase_k8,seed_123,123,exp_two_phase_k8/two_phase/seed_123/stage1_bidirectional/20260501_180732,c1ed2a156de222bc0c6e65af5e98c67dcb5fc44a,1863.125,1.2708520148595173
exp_two_phase_k8,seed_42,42,exp_two_phase_k8/two_phase/seed_42/20260430_084647,74615e1a2ed489609a69c49d97d0afb571036752,2248.125,1.269227723836899
exp_two_phase_k8,seed_42,42,exp_two_phase_k8/two_phase/seed_42/phase1_cuda_rerun/20260715_214155,7b95775212fc55e98ab17396d43f1d7be8565943,1863.125,1.27127587890625
exp_two_phase_k8,seed_42,42,exp_two_phase_k8/two_phase/seed_42/post_cleanup_smoke/20260501_072636,f915051b58a9c7ccdce30bd8e8e26b0a9b11c358,171.875,1.37814102435112
exp_two_phase_k8,seed_42,42,exp_two_phase_k8/two_phase/seed_42/run_01_of_18/20260427_210127,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.269227723836899
exp_two_phase_k8,seed_42,42,exp_two_phase_k8/two_phase/seed_42/run_02_of_12/20260425_045845,5bb50d8db4ca0373152dbd860cbbce0d98945d9f,1289.0625,1.269227723836899
exp_two_phase_k8,seed_42,42,exp_two_phase_k8/two_phase/seed_42/smoke_stage0/20260501_131031,2cd84c0259cf337c19558948a851534d04fb90c9,343.75,1.3032632342974346
exp_two_phase_k8,seed_42,42,exp_two_phase_k8/two_phase/seed_42/stage1_bidirectional/20260501_150340,c1ed2a156de222bc0c6e65af5e98c67dcb5fc44a,1863.125,1.269227723836899
exp_two_phase_k8,seed_42,42,exp_two_phase_k8/two_phase/seed_42/stage3_checkpoint/20260505_080902,7c0e26a6d788d4ae6a2c75fdc1f6a0c2c9e05bec,1863.125,1.269227723836899
exp_two_phase_k8,seed_456,456,exp_two_phase_k8/two_phase/seed_456/20260430_145819,74615e1a2ed489609a69c49d97d0afb571036752,2248.125,1.2707702880700429
exp_two_phase_k8,seed_456,456,exp_two_phase_k8/two_phase/seed_456/phase1_cuda_rerun/20260715_233604,7b95775212fc55e98ab17396d43f1d7be8565943,1863.125,1.270236603418986
exp_two_phase_k8,seed_456,456,exp_two_phase_k8/two_phase/seed_456/run_03_of_18/20260428_031042,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.2707702880700429
exp_two_phase_k8,seed_456,456,exp_two_phase_k8/two_phase/seed_456/stage1_bidirectional/20260501_211149,c1ed2a156de222bc0c6e65af5e98c67dcb5fc44a,1863.125,1.2707702880700429
exp_two_phase_k8_noniid_alpha01,seed_123,123,exp_two_phase_k8_noniid_alpha01/two_phase/seed_123/phase1b_alpha01_baselines/20260716_222912,84c672d32e3072b07b7c7588aa908dbde2f2a034,1863.125,1.2966145800055373
exp_two_phase_k8_noniid_alpha01,seed_42,42,exp_two_phase_k8_noniid_alpha01/two_phase/seed_42/phase1b_alpha01_baselines/20260716_215650,84c672d32e3072b07b7c7588aa908dbde2f2a034,1676.8125,1.2580075822812207
exp_two_phase_k8_noniid_alpha01,seed_456,456,exp_two_phase_k8_noniid_alpha01/two_phase/seed_456/phase1b_alpha01_baselines/20260716_230142,84c672d32e3072b07b7c7588aa908dbde2f2a034,1863.125,1.3444049368489408
exp_two_phase_k8_noniid_alpha05,seed_123,123,exp_two_phase_k8_noniid_alpha05/two_phase/seed_123/phase1_cuda_rerun/20260716_013206,7b95775212fc55e98ab17396d43f1d7be8565943,1863.125,1.2695667024093371
exp_two_phase_k8_noniid_alpha05,seed_123,123,exp_two_phase_k8_noniid_alpha05/two_phase/seed_123/run_11_of_18/20260429_040101,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.2807428469484612
exp_two_phase_k8_noniid_alpha05,seed_42,42,exp_two_phase_k8_noniid_alpha05/two_phase/seed_42/phase1_cuda_rerun/20260716_003148,7b95775212fc55e98ab17396d43f1d7be8565943,1863.125,1.2932226067417367
exp_two_phase_k8_noniid_alpha05,seed_42,42,exp_two_phase_k8_noniid_alpha05/two_phase/seed_42/run_10_of_18/20260429_005550,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.2839239563990401
exp_two_phase_k8_noniid_alpha05,seed_456,456,exp_two_phase_k8_noniid_alpha05/two_phase/seed_456/phase1_cuda_rerun/20260716_023251,7b95775212fc55e98ab17396d43f1d7be8565943,1863.125,1.2430931924836344
exp_two_phase_k8_noniid_alpha05,seed_456,456,exp_two_phase_k8_noniid_alpha05/two_phase/seed_456/run_12_of_18/20260429_070735,2d07cd9d49d672a2eb55f71de19d951d7a7dfb18,2578.125,1.2490057463050466
